SchoolRecordID,SeedCode,SchUID,SchoolName,SchoolMapLabel,SchoolType,CentreType,Denomination,LAName,LACode,AddressLine1,AddressLine2,AddressLine3,PostCode,PostCode_clean,Postcode_area,Postcode_district,Latitude,Longitude,GridRefEasting,GridRefNorthing,PupilRoll,FTETeacher,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,DataZone,UPRN,Email,Phone,Website,Notes,HasCoordinates
155,8434239,8434239S,Hillhead High School,Hillhead High School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,22-44 Oakfield Avenue,,GLASGOW,G12 8LJ,G12 8LJ,G,G12,55.8744448,-4.2853227,257115,666949,1046,79.6,>20%,30 - <35%,80,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010377,906700084225,headteacher@hillheadhigh.glasgow.sch.uk,0141 582 0100,https://blogs.glowscotland.org.uk/gc/hillheadhigh/,,True
156,8434336,8434336S,Hillpark Secondary School,Hillpark Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,36 Cairngorm Road,,GLASGOW,G43 2XA,G43 2XA,G,G43,55.8154166,-4.2992136,256027,660409,1148,98.7,>20%,45 - <50%,48,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009954,906700246950,headteacher@hillpark-sec.glasgow.sch.uk,0141 582 0110,http://www.hillpark-sec.glasgow.sch.uk/,,True
157,8524831,8524831S,Holy Cross High School,Holy Cross High School (South Lanarkshire),Secondary,Local Authority,Roman Catholic,South Lanarkshire,S12000029,51 New Park Street,Hamilton,,ML3 0BN,ML3 0BN,ML,ML3,55.7857313,-4.0557965,271180,656627,1438,105.1,5 - <10%,20 - <25%,7,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012793,484154700,office@holycross.s-lanark.sch.uk,01698 543450,http://www.holycross.s-lanark.sch.uk,,True
158,5533031,5533031S,Holy Rood RC High School,Holy Rood RC High School (City of Edinburgh),Secondary,Local Authority,Roman Catholic,City of Edinburgh,S12000036,55 Duddingston Road West,Edinburgh,,EH15 3ST,EH15 3ST,EH,EH15,55.9404524,-3.1437404,328656,672525,1163,88.1,>20%,45 - <50%,83,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008700,906463299,admin@holyrood.edin.sch.uk,0131 661 5871,http://www.holyrood.edin.sch.uk/,,True
159,8434530,8434530S,Holyrood Secondary School,Holyrood Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,100 Dixon Road,,GLASGOW,G42 8AU,G42 8AU,G,G42,55.8326759,-4.2524503,259020,662234,2269,159.8,>20%,40 - <45%,30,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009897,906700257438,headteacher@holyrood-sec.glasgow.sch.uk,0141 582 0120,http://www.holyrood-sec.glasgow.sch.uk/,,True
160,8434638,8434638S,Hyndland Secondary School,Hyndland Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,74 Lauderdale Gardens,,GLASGOW,G12 9RQ,G12 9RQ,G,G12,55.8770237,-4.3098869,255588,667287,1034,80.0,>20%,25 - <30%,98,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010400,906700079634,headteacher@hyndland-sec.glasgow.sch.uk,0141 582 0130,http://www.hyndland-sec.glasgow.sch.uk,,True
161,5502632,5502632S,Inveralmond Community High School,Inveralmond Community High School (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Willowbank,Ladywell,LIVINGSTON,EH54 6HW,EH54 6HW,EH,EH54,55.8998662,-3.5206788,305013,668462,1033,76.5,5 - <10%,25 - <30%,26,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013329,200004106914,wlinveralmond-chs@westlothian.org.uk,01506 438093,http://www.inveralmondchs.westlothian.org.uk,,True
162,8640033,8640033S,Inverclyde Academy,Inverclyde Academy (Inverclyde),Secondary,Local Authority,Non-denominational,Inverclyde,S12000018,Cumberland Road,Greenock,,PA16 0FB,PA16 0FB,PA,PA16,55.9396978,-4.8103925,224567,675418,773,59.1,5 - <10%,55 - <60%,31,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010853,119051658,INInverclydeAc@glowscotland.onmicrosoft.com,01475 715100,http://inverclydeacademy.inverclyde.sch.uk/,,True
163,5119634,5119634S,Invergordon Academy,Invergordon Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Academy Road,Invergordon,,IV18 0LD,IV18 0LD,IV,IV18,57.6928859,-4.1673377,270904,869074,343,31.2,5 - <10%,35 - <40%,31,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,S01010742,130005452,invergordon.academy@highland.gov.uk,01349 852362,http://invergordonacademy.com/,,True
164,5446732,5446732S,Inverkeithing High School,Inverkeithing High School (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Hillend Road,Inverkeithing,,KY11 1PL,KY11 1PL,KY,KY11,56.0361237,-3.3868642,313684,683450,1643,126.4,0 - <5%,0 - <5%,50,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009386,320188952,inverkeithinghs.enquiries@fife.gov.uk,01383 602403,http://www.fifedirect.org.uk/inverkeithingps,,True
165,5142636,5142636S,Inverness High School,Inverness High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Montague Row,Inverness,,IV3 5DZ,IV3 5DZ,IV,IV3,57.4762125,-4.2360979,266011,845093,491,45.7,5 - <10%,60 - <65%,63,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010636,130048291,inverness.high@highland.gov.uk,01463 233586,http://invernesshs.wordpress.com,,True
166,5142938,5142938S,Inverness Royal Academy,Inverness Royal Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Culduthel Road,Inverness,,IV2 6RE,IV2 6RE,IV,IV2,57.4497569,-4.2255981,266544,842128,1351,97.5,0 - <5%,5 - <10%,76,N,N,N,2,2,Other Urban Areas,Other Urban Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01010596,130178280,ira@highland.gov.uk,01463 222884,http://invernessroyalacademy.org.uk/,,True
167,5231639,5231639S,Inverurie Academy,Inverurie Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,"Inverurie Community Campus, Victoria Street",Inverurie,ABERDEENSHIRE,AB51 3QZ,AB51 3QZ,AB,AB51,57.2820484,-2.3784953,377280,821333,1292,96.7,5 - <10%,0%,58,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01006907,151179738,inverurie.aca@aberdeenshire.gov.uk,01467 532290,http://www.inverurie.aberdeenshire.sch.uk,,True
168,8215138,8215138S,Irvine Royal Academy,Irvine Royal Academy (North Ayrshire),Secondary,Local Authority,Non-denominational,North Ayrshire,S12000021,Kilwinning Road,,IRVINE,KA12 8SJ,KA12 8SJ,KA,KA12,55.628101,-4.6755844,231645,640418,767,61.8,0 - <5%,70 - <75%,59,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011226,126061021,irvineroyal@ea.n-ayrshire.sch.uk,01294 278756,http://www.irvineroyal.co.uk/,,True
169,8109931,8109931S,Islay High School,Islay High School (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Bowmore,Isle Of Islay,ARGYLL,PA43 7LS,PA43 7LS,PA,PA43,55.7553584,-6.2913891,130847,659676,191,22.7,*,0%,39,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01007327,125030848,enquiriesislayhigh@argyll-bute.gov.uk,01496 810239,http://www.islay.argyll-bute.sch.uk/,,True
170,5533139,5533139S,James Gillespie's High School,James Gillespie's High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,57 Lauderdale Street,Edinburgh,,EH9 1DD,EH9 1DD,EH,EH9,55.9369744,-3.1999443,325138,672197,1628,128.3,>20%,*,99,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008623,906497001,admin@jamesgillespies.edin.sch.uk,0131 447 1900,http://www.jamesgillespies.edin.sch.uk/,,True
171,5632730,5632730S,Jedburgh Grammar School,Jedburgh Grammar School (Scottish Borders),Secondary,Local Authority,Non-denominational,Scottish Borders,S12000026,JEDBURGH GRAMMAR CAMPUS,PRIORS ROAD,JEDBURGH,TD8 6HH,TD8 6HH,TD,TD8,55.4783531,-2.5453336,365629,620639,381,33.4,*,*,36,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012350,116095203,jedburghgs@scotborders.gov.uk,01835 863273,https://www.jedburghgs.com/,,True
172,8458731,8458731S,John Paul Academy,John Paul Academy (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,2 Arrochar Street,,GLASGOW,G23 5LY,G23 5LY,G,G23,55.9041447,-4.2961248,256549,670276,927,75.0,10 - <20%,65 - <70%,7,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010347,906700004459,headteacher@johnpaulacademy.glasgow.sch.uk,0141 582 0140,http://www.johnpaulacademy.glasgow.sch.uk/,,True
173,8628130,8628130S,Johnstone High School,Johnstone High School (Renfrewshire),Secondary,Local Authority,Non-denominational,Renfrewshire,S12000038,Beith Road,,JOHNSTONE,PA5 0JN,PA5 0JN,PA,PA5,55.8229964,-4.5257465,241867,661747,869,74.2,0 - <5%,20 - <25%,66,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012040,123018179,johnstonehighenquiries@renfrewshire.gov.uk,0300 300 1331,http://www.johnstonehigh.renfrewshire.sch.uk/,,True
174,8470332,8470332S,Jordanhill School,Jordanhill School (Glasgow City),Secondary,Grant Aided,Non-denominational,Glasgow City,S12000049,45 Chamberlain Road,Jordanhill,GLASGOW,G13 1SP,G13 1SP,G,G13,55.8848837,-4.3339081,254115,668212,584,55.1,10 - <20%,*,96,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010411,906700351517,info@jordanhill.glasgow.sch.uk,0141 576 2500,http://www.jordanhill.glasgow.sch.uk/,,True
175,5208831,5208831S,Keith Grammar School,Keith Grammar School (Moray),Secondary,Local Authority,Non-denominational,Moray,S12000020,School Road,Keith,MORAY,AB55 5GS,AB55 5GS,AB,AB55,57.5449929,-2.9451608,343524,850937,370,35.8,0 - <5%,0%,61,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,S01011060,133038733,admin.keithgrammar@moray-edunet.gov.uk,01542 882461,https://blogs.glowscotland.org.uk/my/keithgrammar/,,True
176,5632838,5632838S,Kelso High School,Kelso High School (Scottish Borders),Secondary,Local Authority,Non-denominational,Scottish Borders,S12000026,Angraflat Road,Kelso,ROXBURGHSHIRE,TD5 7NL,TD5 7NL,TD,TD5,55.6099802,-2.4377738,372520,635240,592,48.4,*,*,68,N,N,N,4,4,Remote Small Towns,Remote Small Towns,7,6,Remote Rural Areas,Remote Rural Areas,S01012332,116086333,KelsoHS@scotborders.gov.uk,01573 227420,http://www.kelsohighschool.org.uk/,,True
177,5233038,5233038S,Kemnay Academy,Kemnay Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Bremner Way,Kemnay Inverurie,ABERDEENSHIRE,AB51 5FW,AB51 5FW,AB,AB51,57.2414366,-2.4476861,373079,816838,993,74.5,0 - <5%,0%,40,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01006889,151085963,kemnay.aca@aberdeenshire.gov.uk,01467 533660,http://www.kemnayacademy.aberdeenshire.sch.uk/,,True
178,5142431,5142431S,Kilchuimen Academy,Kilchuimen Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Station Road,Fort Augustus,INVERNESS-SHIRE,PH32 4DL,PH32 4DL,PH,PH32,57.1435529,-4.6853267,237619,809053,47,10.5,*,0%,66,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01010668,130099940,kilchuimen.academy@highland.gov.uk,01320 366296,https://kilchuimen.com/,,True
179,1004522,1004522S,Kilmarnock Academy,Kilmarnock Academy (East Ayrshire),Secondary,Local Authority,Non-denominational,East Ayrshire,S12000008,William McIlvanney Campus,Sutherland Drive,KILMARNOCK,KA3 7DF,KA3 7DF,KA,KA3,55.6153944,-4.4731779,244334,638531,1264,86.0,0 - <5%,30 - <35%,23,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007985,127073024,david.rose@eastayrshire.org.uk,01563 558500,https://blogs.glowscotland.org.uk/ea/eastayrshiregrangeacademymain2017/,,True
180,8358532,8358532S,Kilsyth Academy,Kilsyth Academy (North Lanarkshire),Secondary,Local Authority,Non-denominational,North Lanarkshire,S12000050,Balmalloch,Kilsyth,GLASGOW,G65 9NF,G65 9NF,G,G65,55.980038,-4.0659549,271189,678267,441,41.2,0 - <5%,15 - <20%,62,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011800,118013090,ht@kilsythacademy.n-lanark.sch.uk,01236 757636,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5924,,True
181,8217831,8217831S,Kilwinning Academy,Kilwinning Academy (North Ayrshire),Secondary,Local Authority,Non-denominational,North Ayrshire,S12000021,Dalry Road,,KILWINNING,KA13 7HD,KA13 7HD,KA,KA13,55.6565907,-4.7040484,229977,643657,910,74.9,0 - <5%,55 - <60%,58,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011295,126060677,kilwinning@ea.n-ayrshire.sch.uk,01294 551316,http://www.kilwinningacademy.com/,,True
182,8435138,8435138S,King's Park Secondary School,King's Park Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,14 Fetlar Drive,Simshill,GLASGOW,G44 5BL,G44 5BL,G,G44,55.8137588,-4.2479574,259233,660120,908,78.0,>20%,25 - <30%,64,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009968,906700264786,headteacher@kingspark-sec.glasgow.sch.uk,0141 582 0150,http://www.kingspark-sec.glasgow.sch.uk/,,True
183,5146038,5146038S,Kingussie High School,Kingussie High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Ruthven Road,Kingussie,,PH21 1ES,PH21 1ES,PH,PH21,57.0780863,-4.0496656,275854,800431,417,37.8,0 - <5%,0%,71,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010533,130088744,kingussie.high@highland.gov.uk,01540 661475,http://kingussiehigh.org.uk/,,True
184,5153239,5153239S,Kinlochbervie High School,Kinlochbervie High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Manse Road,Kinlochbervie,,IV27 4RG,IV27 4RG,IV,IV27,58.4609996,-5.0361603,222980,956530,27,8.9,0%,0%,53,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010815,130113725,kinlochbervie.high@highland.gov.uk,01971 521767,http://kinlochberviehigh.wordpress.com,,True
185,5135532,5135532S,Kinlochleven High School,Kinlochleven High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Riverside Road,Kinlochleven,ARGYLL,PH50 4QG,PH50 4QG,PH,PH50,56.7144552,-4.9668652,218516,762019,135,17.0,*,*,33,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01010527,130123390,kinlochleven.high@highland.gov.uk,01855 832042,http://kinlochlevenhs.schoolwebsite.scot/home,,True
186,5350530,5350530S,Kinross High School,Kinross High School (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,Loch Leven Community Campus,The Muirs,KINROSS,KY13 8FQ,KY13 8FQ,KY,KY13,56.2166209,-3.4252222,311709,703586,912,67.3,0 - <5%,0 - <5%,85,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011834,124092361,KinrossHigh@pkc.gov.uk,01577 867100,http://www.kinrosshighschool.org.uk,,True
187,5407036,5407036S,Kirkcaldy High School,Kirkcaldy High School (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Dunnikier Way,Kirkcaldy,,KY1 3LR,KY1 3LR,KY,KY1,56.1322214,-3.1661285,327618,693891,1469,114.3,5 - <10%,20 - <25%,58,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009519,320181775,kirkcaldyhs.enquiries@fife.gov.uk,01592 583405,http://www.fifedirect.org.uk/kirkcaldyhs,,True
188,5918731,5918731S,Kirkcudbright Academy,Kirkcudbright Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,St Mary's Wynd,Kirkcudbright,,DG6 4JN,DG6 4JN,DG,DG6,54.8352477,-4.0577117,267935,550875,414,34.6,*,0%,42,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,S01007526,137000399,gw08officekirkcudbri@ea.dumgal.sch.uk,01557 330440,http://www.kirkcudbrightacademy.website/index.html,,True
189,8337632,8337632S,Kirkintilloch High School,Kirkintilloch High School (East Dunbartonshire),Secondary,Local Authority,Non-denominational,East Dunbartonshire,S12000045,Waterside Road,Kirkintilloch,,G66 3PA,G66 3PA,G,G66,55.9360568,-4.1323612,266895,673499,790,66.1,5 - <10%,15 - <20%,81,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008141,132053073,office@kirkintilloch.e-dunbarton.sch.uk,0141 955 2372,http://www.kirkintilloch.e-dunbarton.sch.uk,,True
190,6002730,6002730S,Kirkwall Grammar School,Kirkwall Grammar School (Orkney Islands),Secondary,Local Authority,Non-denominational,Orkney Islands,S12000023,Kirkwall,Orkney,,KW15 1QN,KW15 1QN,KW,KW15,58.9787942,-2.9471656,345649,1010568,861,73.3,0 - <5%,0%,64,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01011823,134017599,admin.kgs@glow.orkneyschools.org.uk,01856 872102,http://www.kgsorkney.com/,,True
191,8435634,8435634S,Knightswood Secondary School,Knightswood Secondary School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,60 Knightswood Road,,GLASGOW,G13 2XD,G13 2XD,G,G13,55.890576,-4.3375285,253910,668853,1193,92.6,10 - <20%,45 - <50%,39,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010477,906700072470,headteacher@knightswood-sec.glasgow.sch.uk,0141 582 0160,http://www.knightswood-sec.glasgow.sch.uk/,,True
192,5555930,5555930S,Knox Academy,Knox Academy (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,Pencaitland Road,Haddington,EAST LOTHIAN,EH41 4DT,EH41 4DT,EH,EH41,55.9532565,-2.7872905,350937,673639,902,71.7,0 - <5%,*,75,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008258,138029708,knoxacademy@knox.elcschool.org.uk,01620 823387,http://www.ka-net.org.uk/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
193,8238030,8238030S,Kyle Academy,Kyle Academy (South Ayrshire),Secondary,Local Authority,Non-denominational,South Ayrshire,S12000028,7 Overmills Road,Ayr,,KA7 3LR,KA7 3LR,KA,KA7,55.4574684,-4.5993456,235733,621252,821,63.5,0 - <5%,5 - <10%,79,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012473,141032764,kyle.mail@south-ayrshire.gov.uk,01292 612338,http://www.kyle.sayr.sch.uk/,,True
194,8550034,8550034S,Lanark Grammar School,Lanark Grammar School (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,Kirklands Road,Lanark,,ML11 9AJ,ML11 9AJ,ML,ML11,55.6691756,-3.7713302,288685,643164,1143,116.3,0 - <5%,10 - <15%,77,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012629,484162228,office@lanark.s-lanark.sch.uk,01555 667520,http://www.lanark.s-lanark.sch.uk/,,True
195,5948533,5948533S,Langholm Academy,Langholm Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Langholm,Dumfriesshire,,DG13 0BL,DG13 0BL,DG,DG13,55.1538361,-3.0052404,336040,584850,250,23.8,*,0%,71,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01007648,137025975,gw08officelangholmac@ea.dumgal.sch.uk,01387 380418,https://www.langholmandcanonbieschools.dumgal.sch.uk/,,True
196,5747031,5747031S,Larbert High School,Larbert High School (Falkirk),Secondary,Local Authority,Non-denominational,Falkirk,S12000014,Carrongrange Avenue,Stenhousemuir,LARBERT,FK5 3BL,FK5 3BL,FK,FK5,56.0219559,-3.8090056,287342,682482,2054,160.5,5 - <10%,*,64,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009107,136070398,larberthighschool@falkirk.gov.uk,01324 554233,http://www.larberthigh.com/,,True
197,8215839,8215839S,Largs Academy,Largs Academy (North Ayrshire),Secondary,Local Authority,Non-denominational,North Ayrshire,S12000021,Alexander Avenue,,LARGS,KA30 9DR,KA30 9DR,KA,KA30,55.8009758,-4.8541175,221200,660097,994,78.2,0 - <5%,5 - <10%,45,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011334,126087649,largs@ea.n-ayrshire.sch.uk,01475 687687,http://largsacademy.com/,,True
198,8525234,8525234S,Larkhall Academy,Larkhall Academy (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,Broomhill Road,Larkhall,,ML9 1QN,ML9 1QN,ML,ML9,55.7339612,-3.9739275,276149,650717,1234,109.7,0 - <5%,35 - <40%,61,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012661,484145947,office@larkhall.s-lanark.sch.uk,01698 552170,http://www.larkhall.s-lanark.sch.uk/,,True
199,5546532,5546532S,Lasswade High School Centre,Lasswade High School Centre (Midlothian),Secondary,Local Authority,Non-denominational,Midlothian,S12000019,Eskdale Drive,Bonnyrigg,,EH19 2LA,EH19 2LA,EH,EH19,55.8724882,-3.1146919,330348,664931,1604,120.3,5 - <10%,0 - <5%,25,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010975,120013849,lasswade.hs@midlothian.gov.uk,0131 271 4530,http://lasswadehsc.mgfl.net/,,True
200,5533236,5533236S,Leith Academy,Leith Academy (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,20 Academy Park,Edinburgh,,EH6 8JQ,EH6 8JQ,EH,EH6,55.9672915,-3.1667213,327271,675536,982,84.0,>20%,20 - <25%,33,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008794,906006102,admin@leith.edin.sch.uk,0131 554 0606,http://www.leith.edin.sch.uk/,,True
201,8338132,8338132S,Lenzie Academy,Lenzie Academy (East Dunbartonshire),Secondary,Local Authority,Non-denominational,East Dunbartonshire,S12000045,Myrtle Avenue,Lenzie,,G66 4HR,G66 4HR,G,G66,55.9274606,-4.1599496,265142,672596,1360,104.4,10 - <20%,5 - <10%,61,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01008118,132021752,office@lenzieacademy.e-dunbarton.sch.uk,0141 955 2379,http://www.lenzieacademy.e-dunbarton.sch.uk,,True
202,8550131,8550131S,Lesmahagow High School,Lesmahagow High School (South Lanarkshire),Secondary,Local Authority,Non-denominational,South Lanarkshire,S12000029,Strathaven Road,Lesmahagow,,ML11 0FS,ML11 0FS,ML,ML11,55.6433711,-3.8872594,281316,640485,634,64.2,0 - <5%,20 - <25%,74,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012646,484157057,office@lesmahagow.s-lanark.sch.uk,01555 896010,http://www.lesmahagow.s-lanark.sch.uk/,,True
203,1003232,1003232S,Levenmouth Academy,Levenmouth Academy (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Methilhaven Road,Buckhaven,FIFE,KY8 1HL,KY8 1HL,KY,KY8,56.180971,-3.036021,335786,699487,1755,121.2,0 - <5%,55 - <60%,15,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009624,320316590,ronnie.ross@fife.gov.uk,01592 583118,http://www.levenmouthacademy.org.uk/,"School Contacts List UPRN (320315258) is not in SAD 2024 Q1.  GISAT has assigned the UPRN from Fife College Levenmouth Campus (320316590), which shares the site.",True
204,5533430,5533430S,Liberton High School,Liberton High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,328 Gilmerton Road,Edinburgh,,EH17 7PT,EH17 7PT,EH,EH17,55.9139831,-3.152255,328075,669588,857,67.1,>20%,20 - <25%,88,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008576,906462100,admin@liberton.edin.sch.uk,0131 664 7514,http://www.liberton.edin.sch.uk,,True
205,5510236,5510236S,Linlithgow Academy,Linlithgow Academy (West Lothian),Secondary,Local Authority,Non-denominational,West Lothian,S12000040,Braehead Road,Linlithgow,WEST LOTHIAN,EH49 6EH,EH49 6EH,EH,EH49,55.9716188,-3.6125852,299453,676577,1329,93.7,5 - <10%,0 - <5%,55,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013437,200004118743,wllinlithgow-ac@westlothian.org.uk,01506 843211,http://www.linlithgowacademy.westlothian.org.uk,,True
206,8628432,8628432S,Linwood High School,Linwood High School (Renfrewshire),Secondary,Local Authority,Non-denominational,Renfrewshire,S12000038,Stirling Drive,,LINWOOD,PA3 3NB,PA3 3NB,PA,PA3,55.84936,-4.5098277,242970,664644,436,40.2,0 - <5%,25 - <30%,30,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012225,123103712,linwoodhighenquiries@renfrewshire.gov.uk,0300 300 1333,http://www.linwoodhigh.renfrewshire.sch.uk/,,True
